,user_id,location_id,latitude,longitude,previous,categorie,categorie_id,borough_id,area_id
23019,178,2304,-73.96287918,40.6352385,5351,Subway,0,3,89
23020,131,1750,-73.96150857,40.6552623,4610,Subway,0,3,188
23022,178,5352,-73.96862984,40.76126838,2304,Clothing Store,227,1,162
23024,178,537,-73.97312274,40.76392077,5352,Electronics Store,28,1,163
23027,42,2363,-73.944861,40.834315,2372,Deli / Bodega,9,1,244
23030,19,709,-73.99032354,40.69277622,1469,Government Building,171,3,65
23031,60,296,-73.88464451,40.8796783,2959,Subway,0,2,174
23032,48,211,-73.96796465,40.76256859,2583,Subway,0,1,237
23033,54,2773,-73.98713221,40.77098322,2771,Diner,14,1,142
23036,34,2057,-73.94555424,40.80773608,2085,Road,11,1,41
23038,48,276,-73.8445247,40.72171705,211,Subway,0,4,95
23040,228,5953,-73.97337528,40.76480995,5951,Park,12,1,43
23041,48,2557,-73.82015237,40.73523007,276,College Academic Building,267,4,135
23044,54,2767,-73.98486528,40.7708529,2773,College Academic Building,250,1,142
23046,228,537,-73.97312274,40.76392077,5953,Electronics Store,28,1,163
23047,69,3221,-73.97818049,40.75557769,3219,Coffee Shop,63,1,161
23051,228,537,-73.97312274,40.76392077,537,Electronics Store,28,1,163
23052,19,1467,-73.917947,40.816188,709,Subway,0,2,159
23055,0,45,-73.98197849,40.76802659,21,Smoke Shop,3,1,142
23057,0,46,-73.97712596,40.76908104,45,Home (private),6,1,43
23058,87,3711,-73.73013314,40.76333881,3710,Home (private),6,4,64
23059,247,6129,-73.96187885,40.80065096,6129,Deli / Bodega,9,1,24
23064,0,23,-73.95024061,40.71380945,46,Subway,0,3,256
23065,48,2093,-73.95584619,40.77950086,2557,Subway,0,1,236
23067,9,925,-73.94816604,40.82639153,903,Convenience Store,15,1,116
23068,19,1470,-73.9065883,40.81827071,1467,Home (private),6,2,159
23070,9,907,-73.94981346,40.82678514,925,Food & Drink Shop,27,1,116
23071,9,926,-73.9509058,40.82608551,907,Video Game Store,83,1,116
23072,27,1786,-73.96771037,40.80245899,1782,Food & Drink Shop,27,1,24
23073,42,2367,-73.94186034,40.8331652,2363,Home (private),6,1,244
23074,30,1897,-73.93010371,40.69321218,1896,Home (private),6,3,225
23076,9,914,-73.91524315,40.86939159,926,Subway,0,1,127
23078,247,2371,-73.96300384,40.79914338,6129,Deli / Bodega,9,1,151
23079,117,4331,-73.995263,40.725318,195,Post Office,47,1,114
23081,240,6062,-73.93751621,40.64153996,6062,Drugstore / Pharmacy,7,3,71
23082,252,92,-73.99357639,40.7507948,1591,Train Station,21,1,186
23083,87,3700,-73.75366953,40.75686178,3711,Home (private),6,4,175
23086,54,2774,-73.971846,40.794582,2767,Electronics Store,28,1,238
23087,42,2373,-73.94515816,40.83398774,2367,Latin American Restaurant,94,1,244
23091,42,2374,-73.9438858,40.835148,2373,Salon / Barbershop,70,1,244
23092,87,1710,-73.77699922,40.77947346,3700,Mall,142,4,15
23093,27,1787,-73.96618903,40.80486852,1786,Neighborhood,4,1,166
23095,38,2192,-74.08288386,40.62578449,1983,Home (private),6,5,221
23096,27,1788,-73.96695077,40.804072,1787,Drugstore / Pharmacy,7,1,24
23098,54,2771,-73.94186034,40.8331652,2774,Home (private),6,1,244
23105,228,5954,-73.83018494,40.75951305,537,Bus Station,30,4,92
23106,60,2957,-73.91632836,40.84115129,2408,Residential Building (Apartment / Condo),17,2,247
23110,131,4602,-73.95988037,40.655768,1750,Food & Drink Shop,126,3,188
23111,42,2360,-73.93463595,40.84981921,2374,Gym / Fitness Center,66,1,243
23112,253,6175,-74.00485923,40.65294775,6176,Historic Site,222,3,228
23113,80,3547,-73.899718,40.884683,210,Bar,151,2,220
23116,137,4715,-74.07646537,40.62689263,4713,Park,12,5,221
23118,253,6172,-73.89482953,40.75736154,6175,Home (private),6,4,129
23121,53,2741,-73.95757904,40.71804198,2744,Bar,151,3,255
23124,137,4723,-74.07577952,40.63947258,4715,Music Venue,101,5,206
23126,53,2742,-73.957848,40.717776,2741,Music Venue,43,3,255
23128,9,904,-73.94511224,40.82844242,914,Deli / Bodega,9,1,116
23130,80,3548,-73.94854546,40.8286509,3547,Bar,151,1,116
23132,9,919,-73.94561738,40.82731769,904,Deli / Bodega,9,1,116
23133,27,1779,-73.967963,40.80232143,1788,Bar,151,1,24
23134,101,1238,-73.98922694,40.731698,551,Music Venue,43,1,79
23135,9,939,-73.945516,40.827397,919,University,182,1,116
23139,0,28,-73.94809715,40.70427318,23,Deli / Bodega,9,3,80
23140,48,2576,-73.9487745,40.77768087,2561,Deli / Bodega,9,1,262
23142,157,5028,-73.81249842,40.69617272,5036,Home (private),6,4,130
23143,53,2743,-73.73013314,40.72384336,2742,Home (private),6,4,191
23144,137,4715,-74.07646537,40.62689263,4723,Park,12,5,221
23145,42,2368,-73.94526722,40.8340978,2360,Deli / Bodega,9,1,244
23147,42,2367,-73.94186034,40.8331652,2368,Home (private),6,1,244
23149,44,2412,-73.99479022,40.63625945,1568,Subway,0,3,26
23153,26,1733,-73.92921209,40.85541922,1759,Subway,0,1,243
23154,44,176,-74.00441051,40.71306941,2412,Subway,0,1,231
23156,44,279,-73.96777925,40.7121837,176,Subway,0,3,256
23161,61,2985,-73.95099163,40.78577312,625,Subway,0,1,236
23162,42,1730,-73.95842347,40.81554068,2367,Subway,0,1,166
23164,42,2367,-73.94186034,40.8331652,1730,Home (private),6,1,244
23166,131,4604,-73.99122982,40.75303705,4602,Student Center,259,1,100
23167,44,1906,-73.93569231,40.69716886,279,Subway,0,3,225
23168,64,36,-73.98189068,40.7679967,3109,Subway,0,1,142
23170,48,267,-73.96635532,40.76464888,2576,Subway,0,1,237
23173,16,1348,-73.98853826,40.71039865,1337,River,225,1,232
23174,48,276,-73.8445247,40.72171705,267,Subway,0,4,95
23176,23,284,-73.94554138,40.74663922,1644,Subway,0,4,145
23177,48,2558,-73.82007195,40.735309,276,College Academic Building,265,4,135
23180,100,4035,-73.99597584,40.72564153,3994,Office,52,1,114
23182,105,4123,-73.98613,40.747631,4120,Bakery,20,1,164
23188,0,7,-73.93010371,40.69321218,28,Home (private),6,3,225
23189,48,2563,-73.81773097,40.737116,2558,College Academic Building,265,4,135
23190,105,1760,-73.997271,40.741797,4123,American Restaurant,41,1,90
23191,105,1065,-73.97121298,40.76459171,1760,Department Store,38,1,237
23193,54,2766,-73.98592472,40.77079185,2770,College Academic Building,277,1,142
23194,48,2578,-73.81625891,40.73563273,2563,College Academic Building,206,4,135
23195,105,556,-73.97728379,40.75831462,1065,Department Store,38,1,161
23199,48,2560,-73.81602287,40.73486855,2578,College Academic Building,143,4,135
23203,23,1622,-74.0079752,40.70762708,284,Building,31,1,87
23204,7,762,-73.95469252,40.82701341,750,Park,12,1,116
23205,42,2382,-73.94419379,40.83467114,2367,Laundry Service,19,1,244
23206,64,2953,-74.01370168,40.70483495,36,Park,12,1,261
23208,105,4127,-73.97377968,40.7629749,251,Clothing Store,133,1,163
23209,64,320,-73.93953323,40.84076211,2953,Subway,0,1,244
23210,105,4128,-73.97308256,40.7624491,4127,Clothing Store,227,1,163
23211,30,1885,-73.98129925,40.68898938,1897,Bus Station,5,3,25
23213,23,1620,-73.78896895,40.7619429,1622,Home (private),6,4,9
23216,23,1644,-73.86958122,40.74914266,1621,Subway,0,4,129
23218,16,1348,-73.98853826,40.71039865,1335,River,225,1,232
23219,23,1652,-73.93067122,40.74437954,1644,Subway,0,4,226
23220,23,1622,-74.0079752,40.70762708,1652,Building,31,1,87
23223,34,2093,-73.95584619,40.77950086,2057,Subway,0,1,236
23224,34,962,-73.939147,40.80514464,2093,Train Station,21,1,74
23230,133,4653,-73.77383934,40.66020904,156,Fast Food Restaurant,74,4,219
23233,0,19,-74.00257587,40.73977359,18,Subway,0,1,249
23235,62,3006,-73.901124,40.76776919,3008,Gas Station / Garage,71,4,223
23236,62,3007,-73.98959423,40.69916863,3006,Government Building,55,3,65
23240,48,2556,-73.95360947,40.77527683,2560,Neighborhood,4,1,263
23247,64,3089,-73.92392947,40.86746,320,Neighborhood,4,1,127
23248,48,276,-73.8445247,40.72171705,2556,Subway,0,4,95
23249,64,320,-73.93953323,40.84076211,3089,Subway,0,1,244
23251,153,4655,-73.84009838,40.66144182,4970,Coffee Shop,63,4,124
23253,48,2559,-73.81846939,40.7356636,2558,University,182,4,135
23254,64,3099,-73.94296536,40.84077614,320,Medical Center,23,1,244
23255,48,2560,-73.81602287,40.73486855,2559,College Academic Building,143,4,135
23257,62,1965,-73.79473686,40.7216647,3007,University,182,4,121
23258,64,3090,-73.92223589,40.86817689,3099,Miscellaneous Shop,25,1,127
23259,64,3100,-73.92063416,40.86815978,3090,Drugstore / Pharmacy,7,1,127
23261,64,3084,-73.92238516,40.86855201,3100,Building,31,1,127
23262,0,6,-73.93010371,40.69321218,23,Home (private),6,3,225
23269,0,47,-73.93032074,40.68914413,14,Deli / Bodega,9,3,225
23277,51,2677,-73.81803859,40.70903531,743,Salon / Barbershop,70,4,28
23279,62,3009,-73.90365155,40.77088004,3008,Drugstore / Pharmacy,7,4,223
23287,137,1882,-74.07295704,40.64440554,4721,Ferry,248,5,206
23289,64,3093,-73.9224196,40.86849117,3084,Miscellaneous Shop,25,1,127
23293,64,36,-73.98189068,40.7679967,3093,Subway,0,1,142
23299,16,271,-73.95777225,40.60906562,1348,Subway,0,3,149
23302,16,1348,-73.98853826,40.71039865,271,River,225,1,232
23310,45,2440,-73.98024526,40.74587805,2444,College Academic Building,206,1,170
23312,27,1782,-73.96740617,40.80383638,1779,Bank,29,1,24
23316,45,2451,-73.98360729,40.74999608,2440,Hotel,40,1,164
23317,0,6,-73.93010371,40.69321218,18,Home (private),6,3,225
23319,64,3106,-74.011928,40.703963,3105,Pizza Place,2,1,88
23321,29,251,-73.98626804,40.75648987,1875,Plaza,35,1,230
23326,64,2953,-74.01370168,40.70483495,3106,Park,12,1,261
23328,32,1990,-73.9567852,40.77352188,239,Neighborhood,4,1,141
23330,137,4719,-74.1575965,40.61205118,4713,Pizza Place,2,5,23
23331,27,1798,-73.96836983,40.7997586,1782,Deli / Bodega,9,1,151
23334,27,1794,-73.96792848,40.80186694,1798,Park,12,1,24
23336,64,3082,-73.91990483,40.86802856,2953,Subway,0,1,127
23338,202,1998,-73.90974892,40.66487975,5644,Neighborhood,4,3,35
23339,45,2453,-73.96420956,40.76815922,2451,University,182,1,237
23340,202,5647,-73.90874419,40.65544671,1998,Park,12,3,35
23341,137,4720,-74.07756925,40.626442,4719,Neighborhood,4,5,221
23345,64,3090,-73.92223589,40.86817689,3082,Miscellaneous Shop,25,1,127
23349,0,20,-74.00433702,40.7263476,24,Diner,14,1,125
23351,0,91,-73.992015,40.751575,20,Department Store,38,1,186
23352,0,92,-73.99357639,40.7507948,91,Train Station,21,1,186
23354,0,19,-74.00257587,40.73977359,92,Subway,0,1,249
23355,23,351,-73.975979,40.68312,1622,Stadium,98,3,181
23356,0,11,-73.94973884,40.71606901,19,Deli / Bodega,9,3,80
23357,59,1177,-73.87122,40.773839,2923,Airport,141,4,138
23359,178,539,-73.98186922,40.76803327,537,Plaza,35,1,142
23360,93,1244,-73.99070758,40.7308585,3886,Ramen /  Noodle House,86,1,113
23361,199,5616,-73.95725253,40.74796488,5603,Residential Building (Apartment / Condo),17,4,145
23362,44,2412,-73.99479022,40.63625945,1906,Subway,0,3,26
23364,99,2093,-73.95584619,40.77950086,3741,Subway,0,1,236
23369,0,1,-73.94942887,40.71430292,11,Other Great Outdoors,1,3,80
23370,9,904,-73.94511224,40.82844242,939,Deli / Bodega,9,1,116
23371,79,251,-73.98626804,40.75648987,3521,Plaza,35,1,230
23374,7,307,-73.94837379,40.74530618,762,Neighborhood,4,4,145
23376,42,2383,-73.93034195,40.81220484,2361,Bar,39,2,168
23377,2,188,-73.98161693,40.57696138,204,Fast Food Restaurant,74,3,55
23378,93,3881,-73.99392709,40.74595882,1244,Bar,44,1,186
23379,42,2384,-73.94444636,40.83429362,2383,Fast Food Restaurant,74,1,244
23381,16,1341,-73.95938777,40.61815175,1348,Neighborhood,4,3,165
23382,64,3089,-73.92392947,40.86746,3090,Neighborhood,4,1,127
23385,44,2412,-73.99479022,40.63625945,2412,Subway,0,3,26
23387,44,1140,-74.00071979,40.61336604,2412,Train Station,37,3,22
23390,64,36,-73.98189068,40.7679967,3104,Subway,0,1,142
23392,79,3530,-73.93010371,40.61404836,251,Home (private),6,3,155
23395,70,3281,-73.99531588,40.75302816,3265,Clothing Store,254,1,68
23396,178,539,-73.98186922,40.76803327,539,Plaza,35,1,142
23397,151,4956,-73.99354833,40.73622169,668,Bank,29,1,234
23401,66,3167,-73.99188995,40.75689622,3159,Bakery,20,1,48
23402,48,2093,-73.95584619,40.77950086,2560,Subway,0,1,236
23403,16,271,-73.95777225,40.60906562,1341,Subway,0,3,149
23405,23,1621,-73.84812355,40.7546694,351,Parking,104,4,93
23406,234,2042,-73.8196063,40.82296794,6003,Neighborhood,4,2,208
23408,59,2914,-73.97468386,40.75142691,1177,Office,52,1,162
23410,70,3285,-73.98863582,40.75523855,3281,Department Store,38,1,100
23412,151,4942,-73.9904952,40.73847801,4956,Office,102,1,234
23413,23,284,-73.94554138,40.74663922,1621,Subway,0,4,145
23414,48,2580,-73.84438456,40.72075185,2093,Donut Shop,149,4,95
23417,106,1233,-73.80872726,40.69881196,4135,Airport,56,4,130
23419,70,3265,-73.98341328,40.75117964,3285,Building,31,1,164
23421,106,4136,-73.79530828,40.65673532,1233,Building,31,4,132
23425,178,2304,-73.96287918,40.6352385,539,Subway,0,3,89
23426,48,2559,-73.81846939,40.7356636,2580,University,182,4,135
23427,39,2263,-73.82655859,40.58358323,2277,Train Station,37,4,201
23432,48,2569,-73.82469003,40.73645076,2559,General College & University,262,4,135
23436,188,5492,-73.9881134,40.77022308,5496,College Academic Building,296,1,143
23437,0,14,-73.93075528,40.68990012,1,Chinese Restaurant,10,3,225
23440,16,1347,-73.97788068,40.75292076,1348,Mexican Restaurant,88,1,162
23442,35,2102,-73.8477874,40.79012656,2097,Home (private),6,4,53
23444,23,1649,-74.00865807,40.7070429,1622,Deli / Bodega,9,1,87
23446,2,165,-73.94424319,40.80036117,188,Office,76,1,74
23448,0,44,-74.00345903,40.72704804,0,Convenience Store,15,1,125
23449,64,2953,-74.01370168,40.70483495,3102,Park,12,1,261
23451,64,268,-74.00755405,40.71037756,2953,Subway,0,1,209
23452,32,1997,-73.95987566,40.76557771,1990,High School,50,1,141
23453,0,18,-74.00508877,40.72648555,44,Office,13,1,125
23454,59,224,-73.97717535,40.75280621,2946,Train Station,21,1,162
23455,106,4152,-73.80353451,40.65972455,4136,Airport,56,4,132
23456,32,1991,-73.95784948,40.7669055,1997,Gym / Fitness Center,106,1,141
23457,64,320,-73.93953323,40.84076211,268,Subway,0,1,244
23458,48,2577,-73.94720742,40.77893543,2569,Deli / Bodega,9,1,262
23460,99,3322,-73.999814,40.72180301,2093,Clothing Store,75,1,144
23461,199,4666,-73.96856546,40.75554713,5616,Bar,103,1,229
23463,106,4132,-73.96045538,40.6501674,4152,Sandwich Place,32,3,89
23468,99,3993,-74.0003602,40.72516112,3322,Clothing Store,227,1,211
23470,10,979,-73.94082069,40.80588365,963,Post Office,47,1,74
23474,199,5603,-73.96321621,40.76094971,4666,Beer Garden,165,1,141
23478,9,925,-73.94816604,40.82639153,920,Convenience Store,15,1,116
23479,106,1734,-73.98856401,40.75061379,4132,Department Store,38,1,100
23480,67,3189,-73.9547327,40.78750959,3169,Neighborhood,4,1,75
23481,59,378,-73.975419,40.75231,224,Gym / Fitness Center,106,1,162
23483,16,1363,-74.00158826,40.73941067,1347,Bar,226,1,90
23485,67,3190,-73.85473251,40.75961057,3189,Road,11,4,93
23486,7,750,-73.95053029,40.82641025,307,General Travel,8,1,116
23487,9,917,-73.88307006,40.82477735,925,Home (private),6,2,212
23489,23,941,-73.84554863,40.75460438,1649,Subway,0,4,93
23490,178,5351,-73.94186034,40.62562269,2304,Home (private),6,3,91
23492,93,3892,-74.00055531,40.72343212,3881,Clothing Store,263,1,211
23496,20,1492,-73.99353685,40.74011386,169,Gym / Fitness Center,212,1,234
23497,67,3191,-73.90171091,40.66537789,3190,American Restaurant,41,3,35
23500,93,2917,-73.98691412,40.72957975,3892,Ice Cream Shop,91,1,79
23502,0,0,-74.004252,40.7255768,16,Subway,0,1,125
23503,0,19,-74.00257587,40.73977359,0,Subway,0,1,249
23506,137,1882,-74.07295704,40.64440554,4720,Ferry,248,5,206
23507,64,3090,-73.92223589,40.86817689,3090,Miscellaneous Shop,25,1,127
23508,20,1482,-73.95177658,40.68990543,1492,Subway,0,3,17
23511,27,1776,-73.96761854,40.80300261,1779,Convenience Store,15,1,24
23513,9,911,-73.94684494,40.82763613,917,Arcade,120,1,116
23515,9,939,-73.945516,40.827397,911,University,182,1,116
23517,64,3093,-73.9224196,40.86849117,3089,Miscellaneous Shop,25,1,127
23518,105,239,-73.97350073,40.77142562,4128,Park,12,1,43
23521,64,220,-73.98802757,40.75650613,3093,Subway,0,1,230
23522,54,2772,-73.9413925,40.83128283,2771,Subway,0,1,244
23525,64,3120,-74.01313782,40.70326996,220,Miscellaneous Shop,25,1,88
23529,54,2766,-73.98592472,40.77079185,2772,College Academic Building,277,1,142
23531,234,6009,-73.82261076,40.82678036,2042,Sandwich Place,32,2,208
23534,16,1341,-73.95938777,40.61815175,1363,Neighborhood,4,3,165
23535,63,3035,-73.97669264,40.74079126,3057,Residential Building (Apartment / Condo),17,1,137
23536,234,6003,-73.82213976,40.82637853,6009,Donut Shop,149,2,208
23537,45,2474,-73.97635976,40.74423057,2453,Snack Place,131,1,137
23538,32,2008,-73.9924751,40.748572,1991,Café,49,1,186
23540,83,3609,-73.93010371,40.85121752,92,Home (private),6,1,243
23541,9,913,-73.94570922,40.82723997,939,Deli / Bodega,9,1,116
23543,9,920,-73.94860803,40.82655469,913,Post Office,47,1,116
23544,45,2440,-73.98024526,40.74587805,2480,College Academic Building,206,1,170
23545,38,2256,-74.10638621,40.63535651,2192,Medical Center,61,5,245
23547,28,1817,-74.00604709,40.72029879,1854,Office,52,1,231
23548,27,1784,-73.9670618,40.80323038,1776,Bakery,20,1,24
23549,63,3051,-73.97988368,40.74034771,3035,Building,31,1,137
23550,27,1776,-73.96761854,40.80300261,1784,Convenience Store,15,1,24
23551,27,1786,-73.96771037,40.80245899,1776,Food & Drink Shop,27,1,24
23554,105,511,-73.98914047,40.75845677,239,Burger Joint,73,1,48
23558,83,3629,-73.93505501,40.85466057,3609,Residential Building (Apartment / Condo),17,1,243
23559,108,4194,-73.95963,40.779786,4194,Bakery,20,1,236
23560,32,2003,-73.96407717,40.76776459,2008,Road,11,1,237
23561,105,1065,-73.97121298,40.76459171,511,Department Store,38,1,237
23562,63,3055,-73.98704038,40.73422017,3051,Residential Building (Apartment / Condo),17,1,107
23563,0,17,-74.00346747,40.72678506,14,Park,12,1,125
23565,64,3121,-74.01166496,40.7038162,3120,Sandwich Place,32,1,88
23569,105,4130,-73.98880407,40.73650716,556,Hotel,40,1,107
23571,27,1777,-73.974,40.7918,1786,Gym / Fitness Center,106,1,238
23572,45,2484,-73.97605557,40.74466635,2440,Deli / Bodega,9,1,137
23573,63,3049,-73.99478217,40.73209199,3055,Building,31,1,113
23575,32,1991,-73.95784948,40.7669055,2003,Gym / Fitness Center,106,1,141
23578,117,4327,-73.99896571,40.72066869,4331,Building,31,1,144
23581,63,1213,-73.79992962,40.70253725,3049,Bus Station,30,4,130
23582,16,1359,-73.96064758,40.60805564,1341,Sushi Restaurant,170,3,123
23585,20,1507,-73.95159864,40.6904954,179,Deli / Bodega,9,3,17
23586,64,2953,-74.01370168,40.70483495,3121,Park,12,1,261
23589,27,1790,-73.96649931,40.80428215,1777,Food & Drink Shop,27,1,166
23591,23,1653,-73.90328983,40.74559767,1622,Subway,0,4,260
23592,28,1836,-73.99640624,40.72688322,1868,Building,31,1,114
23593,23,1621,-73.84812355,40.7546694,1653,Parking,104,4,93
23594,117,195,-73.99617076,40.72526675,4332,Subway,0,1,144
23597,64,3122,-73.92155846,40.8682858,2953,Pet Store,164,1,127
23598,23,1654,-73.7934987,40.75740453,1621,Taco Place,186,4,9
23600,9,910,-73.94646694,40.82714318,920,Bus Station,5,1,116
23602,110,4223,-73.97927284,40.78429464,3741,Miscellaneous Shop,25,1,239
23605,117,4326,-73.89850616,40.88941189,195,Subway,0,2,220
23606,42,2360,-73.93463595,40.84981921,2384,Gym / Fitness Center,66,1,243
23609,110,603,-73.97648335,40.78082577,4223,Burger Joint,73,1,239
23612,15,1317,-73.99480551,40.72583692,1326,Mexican Restaurant,88,1,114
23613,134,1243,-73.99128147,40.73743415,4663,Bar,151,1,234
23616,131,1750,-73.96150857,40.6552623,4604,Subway,0,3,188
23617,20,1490,-73.95361626,40.69655801,1490,Home (private),6,3,17
23622,134,4663,-73.96870332,40.7575775,1243,Residential Building (Apartment / Condo),17,1,229
23624,105,3228,-73.979639,40.755404,4130,Coffee Shop,63,1,161
23625,27,1809,-73.96704197,40.80344732,1790,Bank,29,1,24
23626,27,1787,-73.96618903,40.80486852,1809,Neighborhood,4,1,166
23629,27,1801,-73.96423788,40.80265496,1787,Bar,151,1,24
23631,27,1776,-73.96761854,40.80300261,1801,Convenience Store,15,1,24
23633,27,1783,-73.96678629,40.80312908,1776,Residential Building (Apartment / Condo),17,1,24
23634,42,2365,-73.91000154,40.76984344,2360,Bar,117,4,223
23635,150,4924,-73.88818908,40.86810091,4930,Residential Building (Apartment / Condo),17,2,18
23636,42,1730,-73.95842347,40.81554068,2365,Subway,0,1,166
23639,64,3089,-73.92392947,40.86746,3122,Neighborhood,4,1,127
23640,16,1341,-73.95938777,40.61815175,1359,Neighborhood,4,3,165
23644,133,2700,-73.78267765,40.64925721,4653,Airport,57,4,132
23646,105,382,-73.98368836,40.75372797,3228,Park,12,1,164
23649,17,1408,-73.87242678,40.89642621,1414,Deli / Bodega,9,2,259
23651,72,3323,-74.00900781,40.71554972,3320,Coffee Shop,63,1,231
23652,23,1620,-73.78896895,40.7619429,1654,Home (private),6,4,9
23655,121,92,-73.99357639,40.7507948,4412,Train Station,21,1,186
23659,121,4413,-73.98232858,40.74610294,92,Office,52,1,164
23660,72,53,-74.01193142,40.71267093,3323,Train Station,21,1,261
23665,105,4110,-73.98568597,40.75603128,382,Office,52,1,230
23666,48,267,-73.96635532,40.76464888,2577,Subway,0,1,237
23673,23,406,-73.94028425,40.75047562,1621,Subway,0,4,145
23674,48,2562,-73.84575145,40.72133577,267,Neighborhood,4,4,95
23675,70,3265,-73.98341328,40.75117964,3265,Building,31,1,164
23680,40,2320,-73.99794102,40.63904062,2290,Medical Center,61,3,26
23682,48,2563,-73.81773097,40.737116,2562,College Academic Building,265,4,135
23684,9,906,-73.94619714,40.82686091,939,Deli / Bodega,9,1,116
23686,63,3055,-73.98704038,40.73422017,3049,Residential Building (Apartment / Condo),17,1,107
23689,27,86,-73.96643044,40.80396857,1783,Food & Drink Shop,27,1,24
23691,54,2770,-73.98463726,40.77040184,2771,College Academic Building,279,1,142
23692,27,1780,-73.96787108,40.80107473,86,Road,11,1,151
23693,23,1622,-74.0079752,40.70762708,406,Building,31,1,87
23694,81,3559,-73.97637698,40.68407003,3569,Music Store,213,3,97
23695,108,4193,-73.96013169,40.77908,2747,Deli / Bodega,9,1,236
23697,117,4341,-73.89091015,40.8614402,4326,Plaza,35,2,47
23699,12,12,-74.00258124,40.73977054,169,Subway,0,1,249
23700,117,4342,-73.84623528,40.85550037,4341,Medical Center,61,2,185
23701,157,5039,-73.975303,40.738665,5028,Medical Center,61,1,137
23702,63,3033,-73.98293138,40.742855,3055,Taco Place,186,1,170
23703,17,1414,-73.98125536,40.7808997,1396,Coffee Shop,63,1,239
23704,0,86,-73.96643044,40.80396857,6,Food & Drink Shop,27,1,24
23705,134,4672,-73.98025721,40.75138795,4663,Mexican Restaurant,88,1,170
23706,105,4126,-73.99791553,40.72259727,4110,Clothing Store,75,1,144
23707,0,87,-73.95825128,40.80070778,86,Plaza,35,1,41
23708,0,51,-73.95817995,40.80057233,87,Subway,0,1,43
23709,70,3280,-73.98907363,40.75696124,3265,BBQ Joint,168,1,230
23710,0,36,-73.98189068,40.7679967,51,Subway,0,1,142
23711,27,1777,-73.974,40.7918,1780,Gym / Fitness Center,106,1,238
23712,110,425,-73.97421323,40.75228878,603,Sandwich Place,32,1,162
23713,0,67,-73.96696996,40.75714063,36,Smoke Shop,3,1,229
23715,61,3005,-73.98637465,40.74762449,2987,Asian Restaurant,147,1,164
23716,64,3106,-74.011928,40.703963,3103,Pizza Place,2,1,88
23717,105,1013,-73.98708055,40.74370844,4126,Coffee Shop,63,1,234
23719,63,3035,-73.97669264,40.74079126,3033,Residential Building (Apartment / Condo),17,1,137
23720,70,2442,-73.98271885,40.7515016,3280,Department Store,38,1,164
23721,61,1435,-73.98399867,40.74907894,3005,Coffee Shop,63,1,170
23722,61,1435,-73.98399867,40.74907894,1435,Coffee Shop,63,1,170
23724,48,2577,-73.94720742,40.77893543,2563,Deli / Bodega,9,1,262
23725,131,548,-74.00519371,40.74706189,4604,Park,12,1,246
23726,157,5040,-73.81525273,40.70239172,5039,Building,31,4,130
23729,0,19,-74.00257587,40.73977359,67,Subway,0,1,249
23732,217,5845,-74.00696397,40.71800554,5841,Law School,278,1,231
23735,157,5028,-73.81249842,40.69617272,5040,Home (private),6,4,130
23736,64,3112,-74.01337496,40.70463716,3106,Food & Drink Shop,100,1,261
23737,217,5846,-74.00698246,40.71815088,5845,Library,87,1,231
23742,63,1213,-73.79992962,40.70253725,3035,Bus Station,30,4,130
23743,133,4654,-73.76847267,40.65062473,2700,Government Building,55,4,132
23744,64,3082,-73.91990483,40.86802856,3112,Subway,0,1,127
23745,110,239,-73.97350073,40.77142562,425,Park,12,1,43
23754,133,4653,-73.77383934,40.66020904,4654,Fast Food Restaurant,74,4,219
23755,149,643,-74.00692,40.72983,92,Gym / Fitness Center,106,1,158
23757,110,1421,-73.98217937,40.77770362,239,Pizza Place,2,1,142
23760,70,1743,-73.9875555,40.74995545,2442,Clothing Store,75,1,164
23762,2,298,-74.00514082,40.74107415,19,Electronics Store,28,1,68
23765,238,6045,-73.98746967,40.75691248,953,Theater,240,1,230
23766,20,177,-73.99040315,40.7352825,1490,Park,12,1,234
23767,72,3326,-73.99580367,40.73690277,1626,Coffee Shop,63,1,113
23768,134,92,-73.99357639,40.7507948,4672,Train Station,21,1,186
23770,131,4625,-73.974199,40.614812,548,Subway,0,3,26
23772,62,3010,-73.91280902,40.77432474,3009,Burger Joint,73,4,223
23775,157,5026,-73.88307006,40.7458043,5028,Home (private),6,4,82
23778,133,2137,-73.83260965,40.67328244,4653,Casino,247,4,216
23780,62,3008,-73.89482953,40.76723746,3010,Home (private),6,4,223
23783,131,4603,-73.95981,40.617877,4625,Donut Shop,149,3,165
23786,157,5026,-73.88307006,40.7458043,5026,Home (private),6,4,82
23790,64,3093,-73.9224196,40.86849117,3087,Miscellaneous Shop,25,1,127
23791,131,1750,-73.96150857,40.6552623,4603,Subway,0,3,188
23792,20,1482,-73.95177658,40.68990543,177,Subway,0,3,17
23793,64,3084,-73.92238516,40.86855201,3093,Building,31,1,127
23794,78,3509,-73.99399022,40.63348239,3516,Deli / Bodega,9,3,26
23796,68,953,-73.99154663,40.7572213,668,Bus Station,30,1,48
23798,85,1424,-73.990166,40.760871,3665,Bar,200,1,48
23801,85,3658,-73.99295723,40.76371236,1424,Bar,200,1,50
23804,42,2375,-73.90968003,40.76959022,2367,Gas Station / Garage,71,4,223
23805,9,919,-73.94561738,40.82731769,907,Deli / Bodega,9,1,116
